x_center,y_center,box_length,score
445.0,223.0,26.0,0.855871319770813
553.0,872.0,21.0,0.7938135862350464
830.0,979.0,29.0,0.7931229472160339
317.0,117.0,21.0,0.7881741523742676
76.0,268.0,40.0,0.7715561389923096
661.0,255.0,29.0,0.7692999243736267
695.0,136.0,21.0,0.7524327635765076
707.0,436.0,21.0,0.7509800791740417
190.0,691.0,21.0,0.7469598054885864
767.0,199.0,24.0,0.7414537668228149
312.0,482.0,21.0,0.7375122904777527
589.0,397.0,21.0,0.734265923500061
457.0,1008.0,21.0,0.7336337566375732
180.0,773.0,26.0,0.7131736278533936
397.0,621.0,21.0,0.7119500637054443
445.0,808.0,21.0,0.7041707634925842
256.0,588.0,21.0,0.6962130069732666
516.0,879.0,17.0,0.6945399045944214
200.0,376.0,21.0,0.6924319863319397
126.0,246.0,21.0,0.6875175833702087
324.0,737.0,21.0,0.6816504597663879
994.0,380.0,21.0,0.6757832765579224
336.0,460.0,19.0,0.6749347448348999
609.0,650.0,19.0,0.6730097532272339
853.0,508.0,19.0,0.6716025471687317
501.0,703.0,17.0,0.6681137681007385
135.0,979.0,17.0,0.6634450554847717
107.0,265.0,21.0,0.6628925800323486
423.0,922.0,17.0,0.6597767472267151
185.0,65.0,21.0,0.6558083295822144
550.0,415.0,19.0,0.6536742448806763
258.0,163.0,17.0,0.6508395671844482
180.0,350.0,21.0,0.6492536067962646
565.0,253.0,21.0,0.646235466003418
424.0,872.0,19.0,0.6449481248855591
75.0,694.0,17.0,0.6441908478736877
885.0,803.0,17.0,0.6438761353492737
102.0,884.0,17.0,0.6398918628692627
668.0,428.0,24.0,0.6372785568237305
610.0,447.0,19.0,0.6359435319900513
792.0,25.0,19.0,0.6343685388565063
391.0,602.0,21.0,0.6339139938354492
520.0,125.0,19.0,0.6332598328590393
446.0,179.0,24.0,0.6319137811660767
307.0,935.0,17.0,0.6310673356056213
286.0,733.0,21.0,0.6304733157157898
183.0,541.0,17.0,0.6268619894981384
485.0,581.0,17.0,0.6263110637664795
291.0,789.0,17.0,0.6224146485328674
51.0,343.0,19.0,0.622308611869812
132.0,437.0,19.0,0.620818018913269
165.0,186.0,17.0,0.6115472316741943
970.0,972.0,19.0,0.609014093875885
263.0,838.0,17.0,0.6010431051254272
562.0,798.0,27.0,0.6004247665405273
525.0,223.0,17.0,0.5933017730712891
681.0,835.0,21.0,0.5918231010437012
969.0,861.0,19.0,0.5902495980262756
608.0,246.0,21.0,0.5895174741744995
921.0,285.0,19.0,0.5839241147041321
278.0,198.0,17.0,0.5754335522651672
776.0,541.0,21.0,0.568626880645752
322.0,507.0,17.0,0.5642717480659485
215.0,836.0,17.0,0.5624701976776123
639.0,815.0,17.0,0.5621022582054138
868.0,694.0,17.0,0.5605297088623047
470.0,834.0,17.0,0.5601584911346436
780.0,154.0,17.0,0.5523534417152405
416.0,236.0,17.0,0.5511369705200195
636.0,286.0,17.0,0.5503377318382263
728.0,304.0,19.0,0.549003541469574
496.0,295.0,17.0,0.5478259921073914
328.0,914.0,17.0,0.547748863697052
899.0,732.0,17.0,0.547743558883667
488.0,893.0,17.0,0.5476005673408508
990.0,869.0,19.0,0.5423901081085205
930.0,246.0,17.0,0.5400446653366089
210.0,105.0,17.0,0.5352924466133118
546.0,312.0,21.0,0.5350315570831299
881.0,44.0,17.0,0.5347180366516113
966.0,301.0,19.0,0.5335696339607239
805.0,663.0,17.0,0.5293832421302795
505.0,971.0,21.0,0.5293632745742798
462.0,611.0,17.0,0.5271934270858765
663.0,284.0,17.0,0.5242199301719666
831.0,899.0,17.0,0.5175724029541016
812.0,1012.0,17.0,0.5163957476615906
554.0,150.0,17.0,0.5108615756034851
531.0,579.0,17.0,0.5105005502700806
334.0,480.0,17.0,0.5103103518486023
425.0,252.0,17.0,0.5093058347702026
242.0,192.0,17.0,0.5078842639923096
572.0,368.0,17.0,0.5075925588607788
989.0,253.0,69.0,0.5050621032714844
422.0,187.0,17.0,0.5002612471580505
