x_center,y_center,box_length,score
473.0,992.0,40.0,0.8807750344276428
699.0,931.0,35.0,0.8534289002418518
713.0,712.0,34.0,0.8218055963516235
259.0,270.0,26.0,0.8155362010002136
447.0,815.0,29.0,0.8114334940910339
886.0,472.0,35.0,0.8016379475593567
277.0,897.0,35.0,0.790643572807312
657.0,650.0,24.0,0.7899958491325378
403.0,589.0,32.0,0.7788934707641602
720.0,961.0,24.0,0.7739620208740234
699.0,437.0,24.0,0.7700377702713013
925.0,303.0,24.0,0.7643009424209595
603.0,358.0,29.0,0.7606786489486694
425.0,745.0,21.0,0.7588902711868286
904.0,1006.0,32.0,0.7465584874153137
898.0,405.0,26.0,0.7395719885826111
215.0,563.0,24.0,0.7349896430969238
137.0,566.0,24.0,0.7112529277801514
371.0,880.0,19.0,0.6805413961410522
250.0,313.0,27.0,0.6773948669433594
46.0,814.0,21.0,0.672491729259491
643.0,894.0,19.0,0.6690728664398193
480.0,677.0,19.0,0.664344847202301
1013.0,774.0,21.0,0.649976372718811
157.0,368.0,21.0,0.6483299136161804
648.0,412.0,21.0,0.6445406675338745
833.0,714.0,24.0,0.6363726258277893
672.0,841.0,24.0,0.6362847089767456
164.0,560.0,21.0,0.6308519244194031
329.0,746.0,21.0,0.6243171691894531
992.0,585.0,24.0,0.6231011152267456
874.0,563.0,21.0,0.6162994503974915
561.0,351.0,21.0,0.613240659236908
687.0,638.0,24.0,0.613039493560791
79.0,9.0,19.0,0.6109757423400879
755.0,686.0,21.0,0.6068636775016785
728.0,313.0,21.0,0.6047896146774292
664.0,810.0,21.0,0.6019373536109924
538.0,863.0,24.0,0.6017498970031738
994.0,672.0,23.0,0.5950250625610352
774.0,291.0,26.0,0.5931697487831116
299.0,869.0,17.0,0.582967221736908
88.0,950.0,17.0,0.5816327929496765
422.0,1009.0,21.0,0.57986980676651
543.0,131.0,24.0,0.5738470554351807
726.0,830.0,19.0,0.5692859888076782
35.0,856.0,17.0,0.566803514957428
829.0,224.0,17.0,0.5652422308921814
468.0,910.0,17.0,0.5618484616279602
404.0,995.0,26.0,0.5607834458351135
145.0,440.0,19.0,0.5593774318695068
556.0,553.0,23.0,0.5547969341278076
938.0,659.0,19.0,0.5537009239196777
755.0,622.0,23.0,0.5486464500427246
360.0,292.0,26.0,0.5462459325790405
355.0,232.0,21.0,0.5427865386009216
868.0,775.0,19.0,0.5395780801773071
850.0,483.0,26.0,0.5354697108268738
33.0,972.0,17.0,0.5350147485733032
545.0,372.0,17.0,0.5337578654289246
101.0,345.0,21.0,0.5257847905158997
207.0,711.0,17.0,0.523398220539093
874.0,533.0,19.0,0.5190766453742981
10.0,39.0,21.0,0.5112855434417725
481.0,370.0,17.0,0.5072718858718872
