x_center,y_center,box_length,score
243.0,296.0,29.0,0.7774613499641418
238.0,515.0,29.0,0.7575963139533997
427.0,420.0,29.0,0.7487795352935791
882.0,843.0,19.0,0.7307789921760559
572.0,348.0,21.0,0.7176636457443237
374.0,105.0,24.0,0.7091801762580872
333.0,686.0,17.0,0.7056288123130798
766.0,270.0,21.0,0.7018351554870605
243.0,605.0,21.0,0.6785492897033691
724.0,494.0,19.0,0.6738482117652893
313.0,609.0,26.0,0.6714953184127808
430.0,598.0,17.0,0.6670573949813843
412.0,180.0,21.0,0.6669822931289673
995.0,508.0,17.0,0.6559705138206482
574.0,689.0,21.0,0.6551924347877502
566.0,888.0,17.0,0.6511653661727905
814.0,771.0,19.0,0.6500323414802551
879.0,218.0,17.0,0.6474860906600952
622.0,748.0,21.0,0.6446090340614319
687.0,894.0,17.0,0.644206702709198
154.0,311.0,19.0,0.6350951790809631
871.0,137.0,21.0,0.6314231157302856
705.0,867.0,17.0,0.6250589489936829
941.0,826.0,17.0,0.6246858835220337
662.0,795.0,19.0,0.6245431303977966
441.0,118.0,17.0,0.6238205432891846
848.0,659.0,17.0,0.620920717716217
906.0,695.0,21.0,0.6163485050201416
750.0,307.0,19.0,0.6144993901252747
248.0,485.0,19.0,0.6144220232963562
429.0,970.0,21.0,0.6090238094329834
808.0,68.0,17.0,0.6075111031532288
494.0,524.0,19.0,0.6072911024093628
953.0,746.0,17.0,0.6051894426345825
646.0,25.0,17.0,0.6051810383796692
312.0,764.0,17.0,0.6032102704048157
447.0,307.0,17.0,0.6010980010032654
349.0,739.0,17.0,0.6002338528633118
864.0,158.0,17.0,0.5993987321853638
309.0,296.0,21.0,0.5987393260002136
850.0,834.0,19.0,0.5971231460571289
566.0,985.0,17.0,0.5969997048377991
625.0,23.0,17.0,0.5964169502258301
995.0,589.0,17.0,0.5943679213523865
418.0,922.0,17.0,0.5935893058776855
1014.0,219.0,17.0,0.5933316946029663
884.0,821.0,21.0,0.5927823781967163
69.0,203.0,17.0,0.5902645587921143
883.0,515.0,17.0,0.589127242565155
1012.0,784.0,17.0,0.5888323783874512
356.0,38.0,17.0,0.5884196162223816
394.0,162.0,17.0,0.5854416489601135
621.0,338.0,17.0,0.583801805973053
778.0,657.0,17.0,0.5836500525474548
104.0,367.0,19.0,0.5832579731941223
161.0,224.0,17.0,0.5745434761047363
501.0,204.0,17.0,0.571259617805481
554.0,722.0,24.0,0.5699523687362671
533.0,1009.0,17.0,0.5654269456863403
346.0,105.0,21.0,0.5651412606239319
556.0,198.0,21.0,0.5593997836112976
408.0,666.0,17.0,0.558104395866394
834.0,877.0,19.0,0.5560387969017029
880.0,559.0,17.0,0.5553796291351318
851.0,141.0,17.0,0.5539261698722839
811.0,26.0,17.0,0.5536707639694214
481.0,58.0,19.0,0.5504257678985596
743.0,380.0,17.0,0.549155592918396
547.0,779.0,24.0,0.5467790961265564
470.0,719.0,17.0,0.5464922785758972
465.0,528.0,21.0,0.5462197065353394
114.0,327.0,21.0,0.5461625456809998
304.0,892.0,17.0,0.5458422899246216
955.0,913.0,17.0,0.5456609725952148
646.0,898.0,17.0,0.5455856323242188
795.0,1014.0,17.0,0.5438290238380432
986.0,544.0,19.0,0.5429445505142212
77.0,60.0,17.0,0.541094958782196
602.0,792.0,17.0,0.5360690951347351
304.0,125.0,17.0,0.5352212190628052
273.0,676.0,19.0,0.534268319606781
746.0,140.0,17.0,0.5290582776069641
361.0,413.0,24.0,0.5271490812301636
243.0,185.0,17.0,0.5264179110527039
716.0,899.0,21.0,0.5261875987052917
369.0,868.0,21.0,0.5252013206481934
870.0,969.0,19.0,0.5241888761520386
448.0,1011.0,17.0,0.5230386853218079
818.0,895.0,17.0,0.522922158241272
951.0,78.0,19.0,0.5227367281913757
453.0,389.0,17.0,0.5223472118377686
857.0,18.0,17.0,0.5209462642669678
835.0,585.0,17.0,0.5206717252731323
769.0,468.0,17.0,0.5204575657844543
725.0,292.0,17.0,0.5138493180274963
253.0,442.0,43.0,0.5137950778007507
169.0,712.0,19.0,0.5120898485183716
140.0,333.0,17.0,0.5118763446807861
22.0,294.0,32.0,0.5106315612792969
493.0,430.0,21.0,0.5096331834793091
892.0,487.0,17.0,0.5088261961936951
187.0,854.0,17.0,0.5070361495018005
928.0,529.0,17.0,0.5069334506988525
769.0,627.0,72.0,0.5064921975135803
1003.0,187.0,17.0,0.5056411027908325
563.0,938.0,17.0,0.5055690407752991
837.0,14.0,17.0,0.5050603747367859
954.0,654.0,17.0,0.5008048415184021
800.0,87.0,17.0,0.5004338622093201
