x_center,y_center,box_length,score
349.0,791.0,24.0,0.830814003944397
568.0,457.0,26.0,0.8301516175270081
367.0,707.0,24.0,0.8187764286994934
866.0,885.0,21.0,0.7983793616294861
49.0,522.0,26.0,0.7731698751449585
248.0,833.0,24.0,0.7686489224433899
491.0,726.0,26.0,0.765201210975647
257.0,757.0,21.0,0.7647279500961304
531.0,795.0,21.0,0.7618563175201416
680.0,462.0,21.0,0.7556285262107849
290.0,552.0,21.0,0.7418099641799927
565.0,830.0,26.0,0.7374681234359741
116.0,782.0,32.0,0.7163588404655457
171.0,868.0,19.0,0.6872091293334961
159.0,701.0,17.0,0.6864277124404907
304.0,317.0,24.0,0.6673383712768555
987.0,149.0,21.0,0.6556470394134521
652.0,926.0,17.0,0.6447567343711853
494.0,438.0,19.0,0.625052273273468
302.0,941.0,19.0,0.6162117123603821
485.0,899.0,17.0,0.610097348690033
852.0,845.0,17.0,0.5909081697463989
15.0,554.0,21.0,0.5885923504829407
123.0,630.0,19.0,0.5885695815086365
338.0,940.0,17.0,0.5831450819969177
29.0,865.0,21.0,0.5782804489135742
289.0,358.0,17.0,0.5628634691238403
208.0,844.0,21.0,0.5606186389923096
337.0,737.0,17.0,0.5601780414581299
100.0,501.0,19.0,0.5379065275192261
381.0,15.0,17.0,0.5354844331741333
658.0,695.0,17.0,0.5349770188331604
412.0,496.0,17.0,0.5314134359359741
241.0,226.0,19.0,0.5095195770263672
27.0,609.0,19.0,0.5090175867080688
646.0,732.0,17.0,0.508193850517273
30.0,957.0,17.0,0.5058001279830933
