x_center,y_center,box_length,score
326.0,527.0,35.0,0.878721296787262
957.0,415.0,44.0,0.8777638673782349
359.0,428.0,45.0,0.8756829500198364
467.0,548.0,40.0,0.8716158270835876
609.0,951.0,37.0,0.8659206032752991
544.0,735.0,32.0,0.8500841856002808
847.0,958.0,26.0,0.8478801250457764
876.0,240.0,53.0,0.8474005460739136
563.0,930.0,35.0,0.8459302186965942
479.0,435.0,37.0,0.8423097133636475
221.0,587.0,38.0,0.8336749076843262
206.0,935.0,40.0,0.8331211805343628
696.0,859.0,37.0,0.8320844769477844
85.0,557.0,43.0,0.8281976580619812
566.0,801.0,43.0,0.8272015452384949
873.0,835.0,29.0,0.8243603706359863
786.0,307.0,36.0,0.8228116631507874
113.0,965.0,37.0,0.818097710609436
731.0,536.0,43.0,0.8165841698646545
421.0,512.0,32.0,0.8056240081787109
187.0,799.0,34.0,0.8011416792869568
738.0,725.0,37.0,0.7932475805282593
717.0,906.0,24.0,0.7924721240997314
44.0,835.0,35.0,0.7912349104881287
42.0,576.0,34.0,0.7885711789131165
908.0,677.0,35.0,0.7877495288848877
54.0,945.0,35.0,0.7850890159606934
266.0,977.0,32.0,0.7848058342933655
328.0,1002.0,40.0,0.7837586402893066
139.0,448.0,45.0,0.7835056185722351
142.0,715.0,43.0,0.7832105755805969
289.0,741.0,32.0,0.7797170281410217
938.0,602.0,45.0,0.7786278128623962
93.0,639.0,35.0,0.7776840925216675
183.0,583.0,45.0,0.7757189869880676
842.0,584.0,37.0,0.7728953957557678
279.0,529.0,24.0,0.7697268128395081
526.0,514.0,31.0,0.7682250142097473
365.0,849.0,24.0,0.7666341066360474
955.0,488.0,29.0,0.7646952271461487
718.0,673.0,32.0,0.7640997767448425
137.0,803.0,26.0,0.7629501819610596
401.0,650.0,29.0,0.7620753645896912
826.0,281.0,40.0,0.761924684047699
411.0,578.0,31.0,0.7613451480865479
288.0,879.0,26.0,0.7597348093986511
285.0,445.0,29.0,0.7589996457099915
230.0,823.0,29.0,0.7532309293746948
395.0,618.0,26.0,0.7530012726783752
408.0,749.0,21.0,0.752406120300293
294.0,784.0,40.0,0.7460343241691589
852.0,729.0,35.0,0.7458717823028564
743.0,759.0,35.0,0.7428804636001587
632.0,596.0,34.0,0.7413548231124878
877.0,868.0,45.0,0.7368642091751099
600.0,710.0,21.0,0.7363426685333252
763.0,534.0,24.0,0.7357029318809509
338.0,716.0,40.0,0.7347564697265625
944.0,676.0,35.0,0.7291520237922668
643.0,520.0,32.0,0.7291305065155029
371.0,964.0,37.0,0.7290844321250916
695.0,441.0,35.0,0.7261844873428345
745.0,329.0,37.0,0.7257161736488342
104.0,809.0,37.0,0.7200716733932495
264.0,881.0,21.0,0.7200637459754944
205.0,764.0,21.0,0.7123609781265259
523.0,932.0,40.0,0.7086091041564941
1011.0,847.0,26.0,0.70439213514328
556.0,700.0,21.0,0.7043566703796387
572.0,571.0,29.0,0.7009932994842529
481.0,910.0,19.0,0.6968642473220825
257.0,838.0,32.0,0.6960803866386414
766.0,813.0,26.0,0.6911768317222595
388.0,933.0,25.0,0.6876338720321655
257.0,602.0,21.0,0.6853005290031433
261.0,789.0,29.0,0.6845359206199646
715.0,747.0,37.0,0.6766317486763
599.0,493.0,35.0,0.6764718890190125
967.0,253.0,32.0,0.6690403819084167
524.0,790.0,19.0,0.6680421233177185
134.0,600.0,35.0,0.6633267998695374
80.0,932.0,35.0,0.6602800488471985
575.0,764.0,21.0,0.6569644808769226
880.0,709.0,40.0,0.6544930338859558
248.0,903.0,29.0,0.649420976638794
662.0,899.0,26.0,0.6456841826438904
814.0,938.0,19.0,0.6433885097503662
903.0,640.0,24.0,0.6367296576499939
311.0,387.0,32.0,0.636681318283081
893.0,907.0,24.0,0.6355010271072388
929.0,772.0,45.0,0.6344352960586548
1011.0,710.0,26.0,0.6311894655227661
53.0,534.0,40.0,0.6306625008583069
117.0,501.0,29.0,0.6293975114822388
473.0,735.0,19.0,0.6291058659553528
649.0,218.0,31.0,0.6283168196678162
709.0,827.0,32.0,0.6269524097442627
882.0,750.0,17.0,0.6228309273719788
810.0,579.0,26.0,0.6148375868797302
37.0,751.0,19.0,0.6147235035896301
460.0,621.0,17.0,0.6146658062934875
649.0,284.0,29.0,0.6131564974784851
824.0,495.0,17.0,0.6074764132499695
9.0,341.0,19.0,0.6002985835075378
678.0,763.0,23.0,0.5986276268959045
136.0,828.0,26.0,0.5949648022651672
925.0,528.0,21.0,0.59440678358078
126.0,862.0,43.0,0.5920286774635315
83.0,669.0,29.0,0.5892141461372375
925.0,902.0,24.0,0.5835694074630737
747.0,667.0,17.0,0.5805232524871826
393.0,805.0,21.0,0.5778865814208984
589.0,1006.0,17.0,0.5760369300842285
122.0,742.0,24.0,0.5754889249801636
175.0,933.0,17.0,0.5737709403038025
509.0,823.0,35.0,0.5732786655426025
948.0,740.0,32.0,0.5712805986404419
656.0,944.0,37.0,0.5712737441062927
992.0,532.0,21.0,0.5703378319740295
438.0,956.0,17.0,0.5671011805534363
875.0,416.0,29.0,0.5652531981468201
86.0,842.0,32.0,0.5640580654144287
573.0,491.0,21.0,0.5605960488319397
387.0,675.0,17.0,0.5591555833816528
569.0,871.0,17.0,0.5557254552841187
349.0,805.0,17.0,0.552169144153595
970.0,903.0,29.0,0.5496746897697449
622.0,695.0,17.0,0.5488761067390442
972.0,628.0,21.0,0.5442458987236023
910.0,859.0,17.0,0.5437824726104736
321.0,412.0,21.0,0.540806770324707
262.0,720.0,26.0,0.5373166799545288
471.0,759.0,17.0,0.5347368717193604
434.0,760.0,17.0,0.5292640924453735
893.0,785.0,17.0,0.5290025472640991
991.0,596.0,19.0,0.5281636118888855
848.0,903.0,19.0,0.5274950265884399
526.0,979.0,19.0,0.5241384506225586
454.0,916.0,17.0,0.5188609957695007
837.0,532.0,24.0,0.5143759846687317
420.0,995.0,17.0,0.5129259824752808
293.0,901.0,17.0,0.5117705464363098
36.0,603.0,21.0,0.5107192993164062
938.0,959.0,19.0,0.5098899602890015
907.0,728.0,17.0,0.5033647418022156
396.0,479.0,29.0,0.5020206570625305
501.0,732.0,17.0,0.5015947222709656
