x_center,y_center,box_length,score
685.0,461.0,40.0,0.8125172853469849
958.0,870.0,32.0,0.7704286575317383
77.0,899.0,32.0,0.76871657371521
601.0,972.0,26.0,0.7127833366394043
498.0,854.0,24.0,0.6847373843193054
479.0,775.0,29.0,0.6836130023002625
668.0,779.0,21.0,0.6029457449913025
398.0,681.0,23.0,0.5983762145042419
287.0,407.0,24.0,0.5650510787963867
435.0,726.0,21.0,0.5555038452148438
669.0,749.0,26.0,0.5475770831108093
795.0,890.0,17.0,0.5278764367103577
333.0,743.0,34.0,0.5201309323310852
461.0,802.0,21.0,0.5031613111495972
